x	y
1035.0074426046517	7729.86973955867
1035.1067605183287	7729.256801266234
1035.4040826553098	7727.421884319256
1035.7968807897553	5955.276354722136
1035.845257521631	7724.69918345677
1036.003794059786	5518.33723130626
1036.156405706124	7789.819015293701
1036.2622948515148	7722.125446862865
1036.429838554986	7519.935832896156
1036.894869119272	5518.764401255257
1037.0228665930035	5953.918073691658
1037.0869036068525	5518.856460124364
1037.4075457922	7715.0575561873
1037.4212964011645	6012.364350928533
1037.7507587078198	7519.239214179265
1037.8405043128682	5519.217726632417
1037.9945211143095	5526.833573161995
1038.0331432713213	5526.905223386993
1038.1007532107874	8007.1697301127715
1038.2020938436963	5527.218653486727
1038.2566529414773	5519.417222944839
1038.349214592875	7709.246068155011
1038.4756667380577	7708.46567155712
1039.0241225463758	5519.785138025046
1039.0319678752476	6012.039740771603
1039.063997399523	5528.817621242003
1039.1070603435676	5528.897509831057
1039.1548248830286	5951.556057349022
1039.156524651942	6012.014637952387
1039.3507631638915	7703.065033453588
1039.8660392356007	7699.885018652294
1039.8961886543852	6011.865568168901
1040.0947757470235	5530.729878511797
1040.2855665450675	5531.0838256930265
1040.3488422445337	6011.774341649218
1040.3883839670063	7793.710145992123
1040.7936506356352	6011.684696228681
1040.891784782303	6011.66491855132
1040.9521900089082	5532.320517915011
1041.108374471149	6011.621267680228
1041.1332984645187	6011.616244569352
1041.2223009929273	7517.408413636857
1041.4832055650136	5948.976422818433
1041.6458144887754	7688.9011753131335
1041.7973928069841	6011.48240488063
1041.8456009188812	8006.590002150135
1042.0729112949848	6011.426877666629
1042.2487472078942	5521.330981708506
1042.2717297627246	7516.854972369785
1043.0235114946151	7680.398748923069
1043.0365320618953	7680.31839278207
1043.949707846852	6011.048633416928
1044.0528867430392	5946.1294492325715
1044.2326342085887	7672.936675021088
1044.2371422685355	6010.990704699476
1044.2909532433682	7672.576760396718
1044.3092552223445	5522.318762809628
1044.8726826839445	7668.986630109385
1044.9521464228203	7515.4413907763155
1045.0373866982457	7667.970162953105
1045.129371126556	5522.711915850155
1045.2872066636298	7666.428404600256
1045.4953474802555	7665.143868185772
1045.6894513155883	5522.980411105674
1045.7947017073143	5523.030866792865
1045.8067850872055	5944.186289006771
1046.0244099644488	7798.892241084261
1046.063323268573	7661.638618257059
1046.1534456834604	7661.082429780618
1046.8854050835348	5942.991275919159
1047.0348391196592	5523.625372754558
1047.4636028737946	5942.350685230186
1047.5080134435682	7514.093493402868
1047.7763438898837	5544.980405368731
1047.9004255698637	6010.252416981303
1047.934241516828	5941.829260316987
1048.0152558651673	7649.592309706947
1048.073408222242	5941.675076234645
1048.3049365444924	7800.989091880069
1048.3642860910372	7647.438277440936
1048.863357565178	5546.996988087981
1048.8994911355137	5940.75985132117
1049.1612109990256	7513.221640280347
1049.2287045201724	5524.67708367528
1049.3017771018608	6009.969992571338
1049.3486833861834	5547.8973444368385
1049.370541191007	6009.956134052
1049.672655767811	6009.895246737756
1049.786138570554	7802.350996483277
1049.8337482415102	6009.862780617874
1049.8451904416443	6009.860474589338
1049.8797777831192	6009.853503954715
105.62200818701788	5313.442787769027
1050.5802630046473	7633.762425268661
1050.5807136679337	5938.897209300563
1050.7981319306225	7632.417852043972
1051.0214721290583	7512.240587247954
1051.2012920866016	7629.929758119772
1051.3511818575178	7512.066706966475
1051.3596543863791	5551.628014491942
1051.4150498889476	6009.544089572438
1051.459391163972	7803.8894837181115
1051.6296767157119	5525.828078935886
1051.6883154941565	5525.8561896138035
1052.2919515408119	7623.1987775872285
1052.3086540368713	5553.388559312354
1052.316761089979	6009.362361256525
1052.5281807147558	7621.740894501086
1052.543216441995	6009.316722087683
1052.7716792239294	5936.469818261242
1052.9564346244485	5526.464109652012
1053.046880313736	5936.164920424039
1053.1036257894796	5936.102051585703
1053.2343666219804	5935.957202606029
1053.3712776520993	6009.149836981884
1053.5303352018407	5526.739230224363
1053.5401622989948	5555.673202400529
1053.6795077931304	7614.635505077087
1053.6815717294478	7614.622767540069
1053.871935211115	6009.048935878576
1053.976402411088	7612.8032265542415
1054.424896828264	7510.4457101375465
1054.4925807371696	6008.9238527409825
1054.53054063937	7609.383374819124
1054.9887979492514	6008.823846532591
1054.9973762829327	5558.376565389466
1055.1990837621156	5558.750764745103
1055.3408139452229	5933.623450099857
1055.4563393361116	7603.66982877983
1055.6268360136291	5559.544312993969
1055.7927572993656	7601.593632811676
1055.87141389052	7601.1082054110575
1056.024964686187	6008.615020429631
1056.248744929115	5932.6175449506
1056.3465290915917	5528.089277436936
1056.361776271269	5528.096586739217
1056.4753756080397	7597.380869121684
1056.478147336354	7597.363763462119
1056.4976071020658	5932.341828243419
1056.56788782376	5528.195393972601
1056.5949848497191	8004.306696936445
1056.7311558716053	7595.802326921345
1056.7479969670685	6008.469302556098
1056.7831019324626	5561.689369605281
1056.9443342548946	5528.375857561023
1056.9548234977444	7594.421967147733
1057.0879328959068	5931.687800826909
1057.0944391314033	5562.266949473422
1057.3302727043817	7592.10489073027
1057.7176203405313	7589.71438342005
1058.0744661169288	5564.085054919864
1058.1321699607092	5930.530880907701
1058.3015123735881	5930.343264879474
1058.401203531602	5930.2328161218475
1058.9434837409358	6008.02683038367
1059.0340727378193	7581.589926767739
1059.0686225854831	5929.493376368251
1059.3703116707852	5566.48905388521
1059.3755968514831	7579.482218306045
1059.4030410612518	7507.820367159288
1059.4550678433318	7578.991764849679
1059.8436597845086	7507.587996376713
1059.968731729105	6007.820204814342
1060.031371797069	8003.774720803074
1060.0562057506272	5529.867648823686
1060.1769504314734	5529.925532274255
1060.1881776006999	7574.467394308524
1060.4647282288574	5530.063489257476
1060.7767935022207	5569.098300687413
1060.8945860582826	5569.31682455552
1060.9188579911079	7507.020964983121
1061.014771251127	6007.6093889783
1061.225736829571	5927.103489511033
1061.262284733701	6007.559505813599
1061.388487211779	5926.923176854662
1061.542276330464	5570.518392705023
1061.6531223970119	7565.42652012258
1061.9643625517936	5571.301429569519
1062.2032033600767	5926.020545285419
1062.7228770380168	6007.265142186537
1062.872194083598	5531.217597494975
1062.9710911000761	5925.169795343605
1063.0462802069546	8003.307992421511
1063.1131923677276	7814.604676666146
1063.1621506441084	5573.523516396193
1063.1677845658987	5531.359299779092
1063.7645248184563	5574.641015999116
1063.8898535589192	5924.151889902893
1063.9194339352853	5924.119117529848
1063.956170370198	6007.016587749122
1064.344755706797	5575.717436295563
1064.3992611592128	8003.098541743652
1064.4121226160341	7505.17870864722
1064.8622922232694	7545.621200008425
1064.9841008704118	5576.903522945515
1065.3332104685423	7816.6458923933105
1065.5283362608434	6006.699737898177
1065.666899431752	6006.6718122700295
1065.8351549777867	5532.63800292612
1065.99166399701	5578.772712299643
1065.9916913460422	5921.823244344497
1065.9971798194363	7538.617266482763
1066.1201296103682	5921.680946401438
1066.3216524252598	8002.8009424662105
1066.3246921277469	5532.872680753935
1066.536486653564	5532.9742123318065
1066.5674060181043	7535.098128196688
1067.005473095949	5920.700066150839
1067.0873591882091	5533.238293555967
1067.1664043255244	5920.521768950524
1067.2612646811353	5533.321661617673
1067.2828117021	5533.331990983026
1067.5655667587234	7528.938001415116
1067.5852055898472	5920.057775149485
1067.76781382263	5919.855461796475
1068.1304424558368	5582.740485455033
1068.1562122209848	7525.292846098514
1068.3360843735668	5919.225869587925
1068.3365111956925	5919.225396707738
1068.3584281612007	7524.044874926845
1068.366997508379	5583.179332584513
1068.855408659871	6006.029209170905
1068.8641822981733	6006.027440956746
1068.9073252323851	5918.592986547754
1069.226467251937	8002.351257322095
1069.2450407002111	8002.348382025644
1069.4466563877004	5585.182270991093
1069.5209923521163	7516.870135913052
1069.7883525633433	7515.220128323609
1069.910946497062	7514.463542591845
107.34576689467626	5304.383102820174
1070.0643044559688	7513.517097363752
1070.122149585437	5534.6931331291335
1070.1715925245746	6005.763949210855
1070.1815858468228	5534.721626110139
1070.2263323576612	5917.131646332737
1070.3222455362866	6005.733587030509
1070.3401261741972	5534.797628308649
1070.3728587408623	7821.27964259069
1070.4287723475534	5534.8401241466245
1070.4507924579457	5534.850680304978
1070.5339588878958	5534.890549224282
1071.0741893589902	5916.192297705361
1071.141070913444	5916.118199011507
1071.3570656536665	5915.878896437571
1071.5585271206662	7504.295535465088
1071.7338779389856	5915.461422615407
1072.1560266954689	5535.668147716412
1072.44005429253	5590.735498723105
1072.6240221983903	5914.475223543008
1072.684524131658	5535.921502605496
1072.698857062086	5914.392313304156
1072.716573022551	5535.93686643253
1072.8638856005866	5591.521773000171
1073.0182578164033	6005.190240368313
1073.122658868859	8001.748100290306
1073.2253135407875	8001.732208647053
1073.3010408001617	8001.720485550892
1073.7694977965898	5593.2018272132045
1073.825679542614	6005.027514885512
1074.1622525930552	5536.629906667272
1074.2793665801194	5594.147714648955
1074.7192169937887	6004.847433883944
1075.1090245267826	7825.6343530703625
1075.1684905709567	5537.112284241555
1075.229961308803	5595.911218592321
1075.2625408294161	7825.775505023671
1076.0056486617816	5597.350241621295
1076.4573599326513	5910.228233150406
1077.05574899169	6004.3765358574265
1077.170295849589	5538.071924004415
1077.2123677418676	7827.568291018292
1077.360352958936	5538.163034943772
1077.5979727051076	5908.964537691744
1078.1041059482068	5601.243212608752
1078.1712887037665	7828.449979572011
1078.1892902596046	5908.309411494414
1078.2270292172288	5538.578508420569
1078.5391714256534	5538.728145389793
1078.6488501788672	5907.800260801928
1078.944574576367	5602.80241517459
1079.264974805781	5603.396808401249
1079.3847942175873	5603.61909240813
1079.4149878288906	5603.675106344449
1079.612746515399	5539.242803511406
108.00105719852263	5313.971356297366
1080.0399785833401	5906.259016753466
1080.1299603244017	5906.159325148841
1080.1824983957067	8000.65518898804
1080.223966401068	5539.535814481254
1080.8752063796824	5905.333660139308
1081.392969852406	6003.502424676534
1081.837558507376	8000.398974396322
1081.9944814120518	5904.093604960588
1082.2398208191826	6003.331752736511
1082.3371810591077	6003.312131030117
1082.4839596740856	5903.551307458945
1082.959111796153	6003.186788874748
1083.2489246886382	6003.128380807042
1083.315558565656	5541.0178840927965
1083.3218387149404	5610.922934189267
1083.3373823630614	7833.199991124389
1083.4130270383976	5541.064609227887
1083.7660564307666	5902.130860583277
1083.9096722701242	5612.013458638151
1083.9987077959001	6002.977271647894
1084.2665418791792	5541.47377329002
1084.6352732581681	5541.650538381445
1085.00472199129	5900.758531532233
1085.2530198551297	5900.483440028344
1085.2604923038732	7834.968211957728
1085.2689951875325	6002.721261532746
1085.4721295827333	5900.240686331027
1085.652923946578	5900.040382580219
1085.7815458586215	5615.486080939947
1085.8363539001225	5899.837158835164
1086.2418200886643	7999.717164669341
1086.6692651205983	5898.914368776872
1086.7305165545813	5617.246572045112
1086.81639906496	5542.696142104414
1087.1335311394955	5617.994228000151
1087.4552226138	6002.2806554629515
1087.5084684497615	6002.269924448312
1087.5718651105492	5543.058302832322
1087.6870401163042	5897.786766429194
1087.9458937619659	5543.237607368173
1087.9662723611493	7837.456065910421
1088.076316910295	6002.155481881437
1088.2426217590896	6002.121965274274
1088.3245789328116	5620.203810503474
1088.764746447016	5621.020391033135
1089.0115933109473	5896.319281672539
1090.1963767693148	5895.006649101704
1090.2611580808698	5894.934877286417
1090.4725583527636	5544.448857950146
1090.7572805750447	5624.716857767107
1090.818190211052	6001.6028925193195
1090.8619217364073	5624.910983712826
1091.0381895666976	7840.280567976513
1091.5913331861975	5626.264157604104
1091.7232514748978	5626.508886945963
1091.9026873270152	5545.134443428594
1091.9029736300067	5545.134580678574
1091.9347623174826	5893.08067564632
1092.2857245989876	6001.307129804431
1092.534166849562	5628.013263540747
1092.6821972365076	5628.287883379506
1092.8129791125007	5892.107691122225
1092.8446153017428	5892.072641095047
1093.1409339308514	6001.134773343233
1093.2374117481752	5891.637458272689
1093.370760949382	5545.838219084431
1093.3996157329198	5545.852051697387
1093.4912629761645	5629.7888286080815
1093.6318353568063	6001.035838463289
1093.751547253757	5546.0207631523945
1094.1770039448006	5890.596475372496
1094.3578760578334	5546.311429400491
1094.4609752908702	6000.868735954525
1094.5914542119547	5890.137302081532
1094.8003417804384	5546.523541790066
1094.985716404727	6000.762981119937
1096.1159201411897	5547.154213174346
1096.1378889046096	5888.423992757444
1096.318692634841	5635.034158928364
1096.349506938568	5888.189539176928
1096.9017374908751	5887.577717831475
1097.0252471704566	6000.351939878702
1097.201132096077	6000.316492530049
1097.327394667236	5887.106128301966
1097.4293876776517	5886.993129300737
1097.5697116570218	5637.354997569975
1097.6388294940518	5637.4832221166525
1097.6819997724022	5886.71325802045
1097.9216681069179	5548.019865577261
1098.5598274435756	5885.740704610268
1098.7237431333629	5639.495908936183
1098.9136862398404	5548.495426340335
1099.1115263582053	5885.129472271124
1099.150501951825	7997.718812688117
1099.2408855233014	5548.652281478115
1099.2696630985138	5548.66607707839
1099.3333822081634	5548.696623201895
1099.4672983485682	5999.859775816126
1099.472513502104	5884.729531269764
1099.5187998495726	5548.7855100398565
1099.5364640923437	5999.845836348455
1099.8880616128033	5884.269141667764
1099.9608715539741	5641.7909783094565
1099.9779624467621	5641.822684625427
1100.1425196372925	5883.987225264817
1100.4689750485	5883.625542290051
1100.5580629583615	5549.2837194381
1100.816843718287	5643.378942393023
1100.828115250334	5883.227647532917
1101.1095199798024	5882.915876625855
1101.126522676272	5549.556231732235
1101.550623170692	5549.759540067085
1101.8121184039928	5882.137461321948
1102.0376850339221	5881.887553962719
1102.2532254012547	5999.298307985893
1102.2801686331604	5646.093642127766
1102.3479986131717	5550.141791622069
1102.7761124125957	5550.347023883839
1103.094188784786	5880.717043668371
1103.2214985626108	7851.482621654472
1103.3976205024046	5880.380868857052
1103.6078365390613	5999.025303502298
1103.619860257681	5999.022880276178
1103.8010425137695	7996.998877295469
1104.5160785348855	5650.241609510419
1104.5504092789306	5998.835340067835
1104.9511785561017	5878.659667495264
1105.0964552097355	7996.798338576263
1105.2623852931058	7853.359133422605
1105.308269572148	5878.2640430500505
1105.4040935981348	7996.750714055845
1105.433251819054	5878.125574060712
1105.5815782830387	5877.961241796982
1105.8076636291946	5877.71075974724
1106.2429139891171	5877.22854184078
1106.2535182644228	5552.014047626176
1106.409995721838	5877.0434304410455
1106.634511360638	5654.171638290552
1106.6529784972204	5998.4115942358085
1107.1586134435165	5876.214029931071
1107.1615487915506	5655.149376289376
1107.3242810917486	5655.4512705082825
1107.793877665321	5656.322446609198
1107.8838631747205	5552.795614055139
1107.8903959242414	5875.403281340532
1107.9406561150695	5875.3475976094405
1107.9454619592677	5875.342273170126
1108.0455462264804	5552.873122835391
1108.2740533764515	5657.213248687661
1108.4640502215916	5874.76772442945
1108.5571563293713	7996.262598443214
1108.7389847119975	5874.463121960193
1108.8715669520514	7856.677628150972
1108.9626923404794	5874.2152742058925
1109.116699031006	5553.386619744553
1109.3658796113725	5659.238759468075
1109.489077027074	5873.632087734531
1109.5886899043824	5873.521725704823
1109.7947949303136	7996.071003547899
1109.9415640209347	7857.661446636156
111.13649523175445	5314.667976610318
1110.0142887115128	5873.050200843126
1110.02225807321	5553.820733129002
1110.3127398472927	5553.959986363956
1110.3317562321809	5553.969102574848
1110.3495850577137	5997.666590642573
1110.3802606169395	5661.120597068699
1110.5345280549604	5997.629317755876
1110.5858760077654	5997.618969235222
1110.7155716567827	5997.592830742265
1110.7388249090673	5872.24748047685
1110.7624069374313	5554.175550996716
1111.120619518742	5554.347273511515
1111.128631182902	5662.508943126541
1111.3601510053904	5997.462924050011
1111.4858158508143	5663.171577318975
1111.6227935766192	5871.268123399883
1111.8043438513919	5871.066982168354
1111.966037751474	5664.062465086339
1111.983481807028	5554.7609186200325
1112.2407307296933	5870.583505102652
1112.2555686087526	5870.567066078966
1112.343488724668	5997.264744957311
1112.3867320884192	5554.954231630313
1112.5243499932371	5665.098222818071
1112.5684178650697	5555.041329460198
1112.6397469754763	5870.141431306966
1112.9617109324645	5555.229869109861
1112.9859346401824	5869.757886785725
1113.2466786226653	5869.469006111675
1113.63290647558	5869.041100694934
1113.7087720995105	5667.295513621393
1113.761297444279	5996.979003812467
1113.7933607512887	5996.972541864586
1114.9494735247215	5996.739542177901
1115.0165330818143	5996.7260271851155
1115.1499785645756	5669.969180124747
1115.7499741860013	5556.566526733846
1115.809663711028	5866.629451185592
1115.8552849258217	5866.57890701903
1115.8689895906975	7995.130676792418
1115.941311919058	5556.658251587774
1116.041025065786	5556.70605279077
1116.0657666300874	5671.668112189154
1116.230624197759	5556.796944181649
1116.6935751353863	7863.869644340379
1116.8328899245798	5673.091247531761
1116.9352596775307	5557.134737388576
1116.9661343306905	5673.338437031678
1116.973912434328	5996.33154250651
1117.2428650821967	7864.374693951367
1117.3445958405816	5674.040543139535
1117.908207312404	5996.143247368816
1118.1818648208732	5996.0880952113475
1118.8482139227858	5676.829993088363
1118.9740971544934	5995.928430955613
1119.5227935456446	5678.081445246817
112.42520589331852	5302.894789621969
1120.076262528714	5679.10821796575
1120.236020271012	7867.126777568618
1120.290674020517	5679.505985279083
1120.5701839991084	5680.024520607107
1120.9478866447275	5559.058339265516
1121.053246697721	5559.108847522913
1121.3474878242243	5860.494044541282
1121.5203614818045	5559.3327763562565
1121.9779854877706	5995.323035827582
1122.25339469904	5859.490381921225
1122.5813010243414	5859.1270914652905
1122.9925068752148	5858.671512693185
1122.9987415081791	7869.666986604305
1123.2127616534317	5858.427490383684
1123.311889374671	5995.054204624556
1123.665534591829	5685.766886740276
1123.8835057098506	7993.889975043391
1123.9010668838048	5560.4740559761085
1123.9866040349314	5857.570143239381
1124.1433241144643	5994.886639627159
1124.8553522191444	5687.974187090618
1124.8924697844132	7993.7337805241705
1125.2429283136396	5856.178249930847
1125.7413250943166	7993.602371933557
1126.0085124115228	5561.484338318776
1126.2145077205607	5855.101828103998
1126.2625476141548	5561.6061195350685
1126.6286535682475	5994.385753383751
1126.8624329221034	5854.383985770023
1126.8906654326593	5691.750015811011
1126.8976527654497	7873.251875833019
1128.6346354927828	5694.9853567879145
1128.739742320418	5562.793654889207
1129.4103805791797	7993.03437712393
1129.6560787179046	5993.775614712557
113.66365779546038	5302.531914054058
1130.455013282221	5850.40373270291
1130.6538863695757	5698.731387326923
1130.748941315445	5850.078087111586
1130.7646458056192	5993.552197248412
1130.778694733346	7992.822552761854
1130.96975829927	7992.79297481892
1131.169982074702	5563.958680641906
1131.2868326530331	5849.482152314977
1131.3256032803101	5564.0332834509
1131.3845377960765	5700.086861571604
1131.395293420932	5564.066692010031
1131.482195524162	5564.108351763168
1131.59309600338	5564.1615160298
1131.6132209980667	7877.587647705962
1131.6672797527578	5993.370282964868
1131.8192638597525	5993.3396525193575
1132.0531900589715	5993.292507697176
1132.057790398294	5848.62800108589
1132.2676452055614	5993.249287015672
1132.3401290584536	5993.234678825708
1132.3823636292286	5701.937986702491
1132.763973579001	5847.845614197024
1132.8532111174763	5702.8114834484695
1133.0112586671878	5847.571644756665
1133.2251808655683	7879.0697787894405
1133.6845584158718	5704.35376450136
1133.7268024888597	5565.18438753863
1133.950376476444	5704.846899150535
1133.993074829696	5846.483881533454
1134.3866849574465	7880.137734234775
1134.4059183232612	7992.2610338148315
1134.4978473687231	5992.799818402226
1134.9849815631576	5565.787542441548
1135.173265771742	5845.176337054003
1135.671751962777	5566.116771358299
1136.6141194006827	5843.580001968637
1136.9187926888121	5566.714586679991
1137.2362378926357	5842.890751127322
1137.2553084258939	5842.869622706832
1137.3137312595413	5842.804895508132
1137.4005002765787	5566.9455111161615
1137.4784811932864	5566.982894166958
1137.7980758290526	5567.1361037342185
1137.8093093327543	5842.255839969167
1137.9747097581164	5992.099101425482
1138.0726937576296	5567.267752045206
1138.242698059821	7991.667074147272
1138.567951699759	5841.415333061755
1138.7360134002615	5713.725014431434
1138.7877944897684	7991.582689502713
1139.1276688358748	5840.795217260736
1139.2488353526621	5567.831579233292
1139.3978567608783	5991.812284418205
1139.3982208174687	5567.903192708165
1139.552409447385	5715.239558542618
1139.8508365771825	5839.994013019814
1140.0127168237375	5716.093501709842
1140.0875827267118	7885.3794762644075
1140.4894283500166	5568.426303596593
1140.5747525442473	5568.467206920403
1140.6502876757875	7991.294362856526
1140.752648938231	5991.539243448414
1140.784276176872	5717.524866644589
1140.8736177746705	5717.6906094740725
1141.3552326120066	7886.545028419793
1141.4782546559284	5568.900334238756
1141.730149981398	7886.889749586935
1142.046131962635	5837.561824922321
1142.2130500914275	5991.244918345406
1142.9412230504104	5569.601662513857
1142.9820972437055	5721.602173199339
1143.138617288301	5721.892542699118
1143.2556765314766	5722.10970615555
1143.3818605733456	5569.812898487971
1143.533959238932	5722.625964701027
1143.7696557302936	5723.063219063388
1144.1333861224741	5570.173170192441
1144.3629784723973	5834.994969208004
1144.500076891125	5834.8430765996445
1144.5262612957224	5834.814066655186
1144.601165108067	7990.682740087597
1144.6910969240196	5990.745499820801
1145.0398199901201	5725.4195751564075
1145.2774587849078	5990.627326115769
1145.4057660515134	5726.098463122912
1145.567545531364	5833.660418202765
1145.7483023461878	7990.505155420407
1145.9327198221458	5990.495266666309
1145.9668029101047	7990.471330043081
1146.221964520055	5727.6126406944995
1146.5787162764204	5571.3454300890935
1146.8019077089798	5728.688527262915
1147.0581237859712	5990.268455945944
1147.7742924779118	5831.2155428146325
1147.987653028769	7892.643267375095
1148.1489086519705	5572.098160164791
1148.5029135222721	7990.078722825695
1148.9937848445559	7990.0027325975825
1149.1334724680905	5989.85019606351
1149.5914423853908	5733.863556382651
1149.7749644279832	7989.881800670932
1149.8130109781273	5828.956827699017
1150.0680457262044	5828.674272338663
1150.2920046237475	5735.16321041253
1150.4192313902108	5828.285190487689
1150.6240895963033	5573.284730147302
1151.0217606132944	5736.517023479685
1151.0844341771679	5827.548206156752
1151.288071507384	5827.322594471856
1151.2985288497582	5827.311008685349
1151.3049405933286	7895.693377437631
1151.5847913303842	7895.95068872961
1152.092476201315	5573.9886558430035
1152.114077378419	5826.407454914189
1152.122147352751	5826.398514114857
1152.4648761881592	5574.167179617957
1152.5191398455024	5739.294899372569
1152.594614256909	5739.434916372582
1152.6744214452665	5989.136563257776
1152.7710106439831	5739.762159639155
1152.8012842486396	7897.069204148838
1153.0562774574046	5574.45068979741
1153.301619348414	5740.746522916598
1153.4270465575064	5740.9792102765905
1154.025165459318	7898.194512800376
1154.6020401740968	7989.13453642792
1154.9557385416242	5743.815176289064
1155.1452831440017	5575.452132316869
1155.3810047185816	7899.441151473503
1155.5589410938694	7988.986401640097
1155.6505193193118	5822.489398121872
1156.9238915295205	5821.078617252076
1157.0284358662334	5576.3548915667725
1157.3589692186736	5820.596590649161
1157.760317002705	5988.11156630365
1157.9460332212957	7988.616863500357
1157.9848194121146	5576.813369566092
1158.4325944292939	5577.028027163356
1158.8085682974076	5818.990566398941
1158.910882728582	7988.467498216984
